exp,model_type,target_type,condition,model,context_sents,target_sent,rel_surp,by_surp,verb_by_surp,det_surp,noun_surp,NP_surp,RC_surp,verb_surp,extra_surp,main_surp
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,11.31867504119873,4.259063720703125,15.577738761901855,1.5693860054016113,8.901630401611328,10.47101640701294,26.048755168914795,10.677523612976074,14.092559814453125,24.7700834274292
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,11.244501113891602,4.177009105682373,15.421510219573975,1.6119967699050903,7.104607582092285,8.716604351997375,24.13811457157135,11.841520309448242,13.217103004455566,25.05862331390381
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.969220161437988,3.529076337814331,14.49829649925232,1.4621663093566895,7.377208709716797,8.839375019073486,23.337671518325806,12.261762619018555,14.205300331115723,26.467062950134277
ref,ordered,unreduced,1NP_Unreduced,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,8.81513500213623,3.8898072242736816,12.704942226409912,1.8887426853179932,6.095192909240723,7.983935594558716,20.688877820968628,11.578861236572266,14.04704475402832,25.625905990600586
ref,ordered,unreduced,1NP_Unreduced,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,9.71255874633789,3.618581533432007,13.331140279769897,1.5967742204666138,4.200960636138916,5.79773485660553,19.128875136375427,11.739108085632324,12.10749340057373,23.846601486206055
ref,ordered,unreduced,1NP_Unreduced,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.809550285339355,4.816220283508301,15.625770568847656,1.9256632328033447,4.8685302734375,6.794193506240845,22.4199640750885,9.915129661560059,13.347277641296387,23.262407302856445
ref,ordered,unreduced,1NP_Unreduced,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.221674919128418,3.1878223419189453,13.409497261047363,2.0236048698425293,5.448760032653809,7.472364902496338,20.8818621635437,11.40437126159668,13.027012825012207,24.431384086608887
ref,ordered,unreduced,1NP_Unreduced,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,a patient and her son were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented the patient to them but not the son .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.962199211120605,4.799614906311035,15.76181411743164,2.0563080310821533,5.857074737548828,7.9133827686309814,23.675196886062622,9.630890846252441,12.705742835998535,22.336633682250977
ref,shuffled,unreduced,2NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.35952091217041,3.844597578048706,14.204118490219116,1.7397397756576538,7.94101619720459,9.680755972862244,23.88487446308136,10.088581085205078,13.449151992797852,23.53773307800293
ref,shuffled,unreduced,2NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,11.019136428833008,3.6746387481689453,14.693775177001953,2.0940558910369873,7.338693618774414,9.432749509811401,24.126524686813354,10.989477157592773,11.392984390258789,22.382461547851562
ref,shuffled,unreduced,2NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,11.313926696777344,4.2582807540893555,15.5722074508667,1.569143295288086,8.893742561340332,10.462885856628418,26.035093307495117,10.676084518432617,14.089255332946777,24.765339851379395
ref,shuffled,unreduced,2NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,11.241262435913086,4.176192760467529,15.417455196380615,1.6118896007537842,7.103148937225342,8.715038537979126,24.13249373435974,11.839753150939941,13.216965675354004,25.056718826293945
ref,shuffled,unreduced,2NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.96496295928955,3.5312509536743164,14.496213912963867,1.4618571996688843,7.378960609436035,8.84081780910492,23.337031722068787,12.2557373046875,14.210175514221191,26.46591281890869
ref,ordered,unreduced,2NP_Unreduced,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,9.102739334106445,3.9974539279937744,13.10019326210022,1.8722633123397827,6.005833625793457,7.87809693813324,20.97829020023346,11.205144882202148,13.890565872192383,25.09571075439453
ref,ordered,unreduced,2NP_Unreduced,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,9.644075393676758,3.7039315700531006,13.348006963729858,1.6135309934616089,3.96793794631958,5.581468939781189,18.929475903511047,11.697626113891602,12.142425537109375,23.840051651000977
ref,ordered,unreduced,2NP_Unreduced,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.305100440979004,4.7964582443237305,15.101558685302734,1.8349915742874146,4.902814865112305,6.737806439399719,21.839365124702454,9.95019245147705,13.565735816955566,23.515928268432617
ref,ordered,unreduced,2NP_Unreduced,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.038357734680176,3.124516010284424,13.1628737449646,2.0046937465667725,5.175100803375244,7.179794549942017,20.342668294906616,11.209183692932129,12.96483325958252,24.17401695251465
ref,ordered,unreduced,2NP_Unreduced,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,two patients were waiting for their doctor to introduce them to the team of specialists that would handle their case . the doctor presented one of the patients to them but not the other .,the patient who was presented by the doctor felt embarrassed for getting all the attention .,10.688695907592773,4.741909503936768,15.430605411529541,2.0277254581451416,6.27937126159668,8.307096719741821,23.737702131271362,9.379141807556152,12.697966575622559,22.07710838317871
ref,shuffled,reduced,1NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,11.110024452209473,8.45750617980957,19.567530632019043,2.0063679218292236,10.850749015808105,12.857116937637329,32.42464756965637,10.105703353881836,3.56770658493042,13.673409938812256
ref,shuffled,reduced,1NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,10.411284446716309,6.8117241859436035,17.223008632659912,2.1167421340942383,10.791471481323242,12.90821361541748,30.131222248077393,9.529909133911133,3.76025652885437,13.290165662765503
ref,shuffled,reduced,1NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,9.260765075683594,9.066268920898438,18.32703399658203,2.2133002281188965,10.805859565734863,13.01915979385376,31.34619379043579,10.922593116760254,3.069018602371216,13.99161171913147
ref,shuffled,reduced,1NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,12.779046058654785,7.995169162750244,20.77421522140503,2.3199312686920166,10.42751693725586,12.747448205947876,33.521663427352905,9.687307357788086,3.7288966178894043,13.41620397567749
ref,shuffled,reduced,1NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,8.2559232711792,7.262274265289307,15.518197536468506,1.7841397523880005,10.862333297729492,12.646473050117493,28.164670586586,9.410806655883789,3.1783835887908936,12.589190244674683
ref,ordered,reduced,1NP_Reduced,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,8.232665061950684,8.474226951599121,16.706892013549805,2.442652463912964,8.98453426361084,11.427186727523804,28.13407874107361,10.322139739990234,3.2958827018737793,13.618022441864014
ref,ordered,reduced,1NP_Reduced,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,11.177553176879883,6.954956531524658,18.13250970840454,1.783908486366272,8.317900657653809,10.10180914402008,28.23431885242462,7.81274938583374,3.3175015449523926,11.130250930786133
ref,ordered,reduced,1NP_Reduced,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,8.081244468688965,7.634670257568359,15.715914726257324,1.7564475536346436,8.799970626831055,10.556418180465698,26.272332906723022,7.411030292510986,3.6062068939208984,11.017237186431885
ref,ordered,reduced,1NP_Reduced,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,7.8942084312438965,6.947098731994629,14.841307163238525,1.6913628578186035,6.642660617828369,8.334023475646973,23.175330638885498,7.542480945587158,3.4012513160705566,10.943732261657715
ref,ordered,reduced,1NP_Reduced,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight killed by the dragon fell to the ground with a bang .,7.230024814605713,7.252861499786377,14.48288631439209,2.4437665939331055,8.13856029510498,10.582326889038086,25.065213203430176,8.541427612304688,3.1678898334503174,11.709317445755005
ref,shuffled,reduced,2NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,11.094876289367676,8.467110633850098,19.561986923217773,2.0071024894714355,10.858470916748047,12.865573406219482,32.427560329437256,10.140484809875488,3.5726890563964844,13.713173866271973
ref,shuffled,reduced,2NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,10.414693832397461,6.810678005218506,17.225371837615967,2.1156914234161377,10.778287887573242,12.89397931098938,30.119351148605347,9.53121566772461,3.762255907058716,13.293471574783325
ref,shuffled,reduced,2NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,9.264674186706543,9.066263198852539,18.330937385559082,2.212517261505127,10.802462577819824,13.014979839324951,31.345917224884033,10.925697326660156,3.0704967975616455,13.996194124221802
ref,shuffled,reduced,2NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,12.789791107177734,7.99673318862915,20.786524295806885,2.3202426433563232,10.416855812072754,12.737098455429077,33.52362275123596,9.692924499511719,3.726771593093872,13.41969609260559
ref,shuffled,reduced,2NP_Reduced,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,8.226425170898438,7.259037017822266,15.485462188720703,1.7838172912597656,10.852326393127441,12.636143684387207,28.12160587310791,9.400238990783691,3.1805026531219482,12.58074164390564
ref,ordered,reduced,2NP_Reduced,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,7.977834224700928,8.15170669555664,16.12954092025757,2.484637498855591,9.4041109085083,11.888748407363892,28.01828932762146,10.574712753295898,3.3390750885009766,13.913787841796875
ref,ordered,reduced,2NP_Reduced,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,10.999874114990234,7.100600719451904,18.10047483444214,1.7842786312103271,8.735160827636719,10.519439458847046,28.619914293289185,7.964483737945557,3.2968544960021973,11.261338233947754
ref,ordered,reduced,2NP_Reduced,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,7.806361198425293,7.718761444091797,15.52512264251709,1.7101143598556519,9.138542175292969,10.84865653514862,26.37377917766571,7.288169860839844,3.5480103492736816,10.836180210113525
ref,ordered,reduced,2NP_Reduced,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,7.947684288024902,6.905385971069336,14.853070259094238,1.6735774278640747,7.4347357749938965,9.108313202857971,23.96138346195221,7.440552711486816,3.3944637775421143,10.83501648902893
ref,ordered,reduced,2NP_Reduced,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,"two knights were attacking a dragon . with its breath of fire , the dragon killed one of the knights but not the other .",the knight killed by the dragon fell to the ground with a bang .,7.627145290374756,7.605536460876465,15.23268175125122,2.4577105045318604,7.8542585372924805,10.31196904182434,25.54465079307556,8.481911659240723,3.175994634628296,11.657906293869019
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight who was killed by the dragon fell to the ground with a bang .,6.233700275421143,2.334041118621826,8.567741394042969,1.749139428138733,11.028960227966309,12.778099656105042,21.34584105014801,10.333199501037598,3.440610647201538,13.773810148239136
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight who was killed by the dragon fell to the ground with a bang .,4.822704315185547,2.2730202674865723,7.095724582672119,1.6863203048706055,9.398948669433594,11.0852689743042,18.18099355697632,9.955245018005371,3.6527092456817627,13.607954263687134
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight who was killed by the dragon fell to the ground with a bang .,5.346903324127197,2.4081358909606934,7.755039215087891,1.784986138343811,11.353761672973633,13.138747811317444,20.893787026405334,10.510462760925293,3.4540512561798096,13.964514017105103
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight who was killed by the dragon fell to the ground with a bang .,5.053099155426025,3.0236549377441406,8.076754093170166,1.8556753396987915,12.186822891235352,14.042498230934143,22.11925232410431,9.991419792175293,3.9606456756591797,13.952065467834473
ref,shuffled,unreduced,1NP_Unreduced,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight who was killed by the dragon fell to the ground with a bang .,4.451529026031494,2.5819523334503174,7.0334813594818115,1.5400582551956177,11.60928726196289,13.149345517158508,20.18282687664032,9.180174827575684,3.129310369491577,12.30948519706726
ref,ordered,unreduced,1NP_Unreduced,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,"a knight and his squire were attacking a dragon . with its breath of fire , the dragon killed the knight but not the squire .",the knight who was killed by the dragon fell to the ground with a bang .,3.685725688934326,2.322690963745117,6.008416652679443,2.0363261699676514,7.68697452545166,9.723300695419312,15.731717348098755,9.647292137145996,3.357288122177124,13.00458025932312
